,Id,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,YrSold,SimplOverallQual,SimplOverallCond,SimplPoolQC,SimplGarageCond,SimplGarageQual,SimplFireplaceQu,SimplFunctional,SimplKitchenQual,SimplHeatingQC,SimplBsmtFinType1,SimplBsmtFinType2,SimplBsmtCond,SimplBsmtQual,SimplExterCond,SimplExterQual,OverallGrade,GarageGrade,ExterGrade,KitchenScore,FireplaceScore,GarageScore,PoolScore,SimplOverallGrade,SimplExterGrade,SimplPoolScore,SimplGarageScore,SimplFireplaceScore,SimplKitchenScore,TotalBath,AllSF,AllFlrsSF,AllPorchSF,HasMasVnr,BoughtOffPlan,OverallQual-s2,OverallQual-s3,OverallQual-Sq,AllSF-2,AllSF-3,AllSF-Sq,AllFlrsSF-2,AllFlrsSF-3,AllFlrsSF-Sq,GrLivArea-2,GrLivArea-3,GrLivArea-Sq,SimplOverallQual-s2,SimplOverallQual-s3,SimplOverallQual-Sq,ExterQual-2,ExterQual-3,ExterQual-Sq,GarageCars-2,GarageCars-3,GarageCars-Sq,TotalBath-2,TotalBath-3,TotalBath-Sq,KitchenQual-2,KitchenQual-3,KitchenQual-Sq,GarageScore-2,GarageScore-3,GarageScore-Sq,TotBsmtFin,TotBath,TotArea,HasFirePlace,HasWoodDeck ,enc_street,MSSubClass_SC120,MSSubClass_SC150,MSSubClass_SC160,MSSubClass_SC180,MSSubClass_SC190,MSSubClass_SC20,MSSubClass_SC30,MSSubClass_SC40,MSSubClass_SC45,MSSubClass_SC50,MSSubClass_SC60,MSSubClass_SC70,MSSubClass_SC75,MSSubClass_SC80,MSSubClass_SC85,MSSubClass_SC90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MoSold_Apr,MoSold_Aug,MoSold_Dec,MoSold_Feb,MoSold_Jan,MoSold_Jul,MoSold_Jun,MoSold_Mar,MoSold_May,MoSold_Nov,MoSold_Oct,MoSold_Sep,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
863,864,70.0,8.978660489639687,2,1.0,4,3,5,5,1959,1959,0.0,3,3,3.0,3.0,0.0,1.0,0.0,1148.0,3,1148,1148,1,3.0,6,8.0,0,4.0,1959.0,1.0,672.0,3.0,3.0,2,0,0,0,0,0,3.0,0,2009,2,2,2.0,1.0,1.0,2.0,4.0,1.0,1,2.0,1.0,1.0,1.0,1,1,25,9.0,9,3.0,4.0,2016.0,912.0,4,1,648.0,672.0,2.0,1.0,2.0,2296.0,1148,0,0.0,0,25,125,2.23606797749979,5271616.0,12103630336.0,47.916594202843754,1317904,1512953792,33.88214869219483,1317904,1512953792,33.88214869219483,4,8,1.4142135623730951,9,27,1.7320508075688772,1.0,1.0,1.0,4.0,8.0,1.4142135623730951,9.0,27.0,1.7320508075688772,4064256.0,8193540096.0,44.8998886412873,1148.0,2.0,2296.0,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.549003313285685
864,865,72.0,9.0642735958414,2,1.0,4,3,7,5,2007,2008,0.0,4,3,5.0,3.0,0.0,1.0,1372.0,1372.0,5,1372,1372,1,4.0,6,8.0,0,4.0,2008.0,2.0,529.0,3.0,3.0,2,0,140,0,0,0,3.0,0,2008,3,2,2.0,1.0,1.0,2.0,4.0,2.0,2,1.0,1.0,1.0,2.0,1,2,35,9.0,12,4.0,4.0,1587.0,912.0,6,2,648.0,529.0,2.0,2.0,2.0,2744.0,1372,140,0.0,1,49,343,2.6457513110645907,7529536.0,20661046784.0,52.38320341483518,1882384,2582630848,37.04051835490427,1882384,2582630848,37.04051835490427,9,27,1.7320508075688772,16,64,2.0,4.0,8.0,1.4142135623730951,4.0,8.0,1.4142135623730951,16.0,64.0,2.0,2518569.0,3996969003.0,39.83716857408418,0.0,2.0,2744.0,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.5976054865240736
865,866,68.95370370370371,9.076923258535832,2,1.0,3,3,5,6,1970,1970,76.0,3,3,3.0,3.0,0.0,1.0,174.0,1002.0,3,1002,1002,1,3.0,5,8.0,0,4.0,1973.0,2.0,902.0,3.0,3.0,2,0,0,0,0,0,3.0,0,2009,2,2,2.0,1.0,1.0,2.0,4.0,1.0,1,2.0,1.0,1.0,1.0,1,1,30,9.0,9,3.0,4.0,2706.0,912.0,4,1,648.0,902.0,2.0,1.0,2.0,2004.0,1002,0,1.0,0,25,125,2.23606797749979,4016016.0,8048096064.0,44.76605857119878,1004004,1006012008,31.654383582688826,1004004,1006012008,31.654383582688826,4,8,1.4142135623730951,9,27,1.7320508075688772,4.0,8.0,1.4142135623730951,4.0,8.0,1.4142135623730951,9.0,27.0,1.7320508075688772,7322436.0,19814511816.0,52.01922721455981,828.0,2.0,2004.0,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.55787415415142
866,867,67.0,9.273972232220956,2,1.0,3,3,8,5,2006,2007,274.0,4,3,4.0,3.0,2.0,1.0,1638.0,1638.0,5,1646,1646,1,4.0,6,8.0,1,4.0,2007.0,3.0,870.0,3.0,3.0,2,192,80,0,0,0,3.0,0,2007,3,2,2.0,1.0,1.0,2.0,4.0,2.0,2,1.0,1.0,1.0,2.0,1,2,40,9.0,12,4.0,4.0,2610.0,912.0,6,2,648.0,870.0,2.0,2.0,2.0,3284.0,1646,80,1.0,1,64,512,2.8284271247461903,10784656.0,35416810304.0,57.30619512757761,2709316,4459534136,40.570925550201586,2709316,4459534136,40.570925550201586,9,27,1.7320508075688772,16,64,2.0,9.0,27.0,1.7320508075688772,4.0,8.0,1.4142135623730951,16.0,64.0,2.0,6812100.0,17779581000.0,51.088159097779204,0.0,2.0,3284.0,True,True,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.5971045252878913
867,868,85.0,8.849513965486398,2,1.0,4,3,4,5,1961,1961,0.0,3,3,3.0,3.0,0.0,1.0,108.0,1040.0,3,1120,1120,1,2.0,5,8.0,0,4.0,1961.0,2.0,544.0,3.0,3.0,2,168,0,0,0,0,3.0,400,2007,2,2,2.0,1.0,1.0,2.0,4.0,1.0,1,2.0,1.0,1.0,1.0,1,1,20,9.0,9,2.0,4.0,1632.0,912.0,4,1,648.0,544.0,2.0,1.0,2.5,2160.0,1120,0,0.0,0,16,64,2.0,4665600.0,10077696000.0,46.475800154489,1254400,1404928000,33.46640106136302,1254400,1404928000,33.46640106136302,4,8,1.4142135623730951,9,27,1.7320508075688772,4.0,8.0,1.4142135623730951,6.25,15.625,1.5811388300841898,4.0,8.0,1.4142135623730951,2663424.0,4346707968.0,40.39801975344831,932.0,2.5,2160.0,False,True,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.5469087879029986
868,869,68.95370370370371,9.599879329534089,2,1.0,2,3,5,6,1948,1950,0.0,3,3,4.0,3.0,0.0,1.0,0.0,0.0,4,1547,2320,1,3.0,7,8.0,1,3.0,1979.0,2.0,672.0,3.0,3.0,1,120,144,0,0,0,3.0,0,2006,2,2,2.0,1.0,1.0,1.0,4.0,1.0,2,2.0,1.0,1.0,2.0,1,1,30,9.0,9,3.0,3.0,2016.0,912.0,4,1,648.0,672.0,1.0,1.0,2.0,2320.0,2267,144,0.0,0,25,125,2.23606797749979,5382400.0,12487168000.0,48.16637831516918,5139289,11650768163,47.61302342846965,5382400,12487168000,48.16637831516918,4,8,1.4142135623730951,9,27,1.7320508075688772,4.0,8.0,1.4142135623730951,4.0,8.0,1.4142135623730951,9.0,27.0,1.7320508075688772,4064256.0,8193540096.0,44.8998886412873,0.0,2.0,2320.0,True,True,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.5678420857203164
869,870,80.0,9.204221690968005,2,1.0,4,3,7,5,1993,1994,246.0,4,3,4.0,3.0,0.0,1.0,300.0,1050.0,5,1062,1949,1,4.0,8,8.0,1,3.0,1993.0,2.0,574.0,3.0,3.0,2,156,90,0,0,0,3.0,0,2010,3,2,2.0,1.0,1.0,1.0,4.0,2.0,2,2.0,1.0,1.0,2.0,1,2,35,9.0,12,4.0,3.0,1722.0,912.0,6,2,648.0,574.0,1.0,2.0,3.5,2999.0,1949,90,1.0,0,49,343,2.6457513110645907,8994001.0,26973008999.0,54.76312628037227,3798601,7403473349,44.14748010928823,3798601,7403473349,44.14748010928823,9,27,1.7320508075688772,16,64,2.0,4.0,8.0,1.4142135623730951,12.25,42.875,1.8708286933869707,16.0,64.0,2.0,2965284.0,5106219048.0,41.49698784249286,750.0,3.5,2999.0,True,True,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.5931324058179257
870,871,60.0,8.79497643168877,2,1.0,4,3,5,5,1962,1962,0.0,3,3,3.0,3.0,0.0,1.0,894.0,894.0,4,894,894,1,3.0,5,8.0,0,4.0,1962.0,1.0,308.0,3.0,3.0,2,0,0,0,0,0,3.0,0,2009,2,2,2.0,1.0,1.0,2.0,4.0,1.0,2,1.0,1.0,1.0,1.0,1,1,25,9.0,9,3.0,4.0,924.0,912.0,4,1,648.0,308.0,2.0,1.0,1.0,1788.0,894,0,0.0,0,25,125,2.23606797749979,3196944.0,5716135872.0,42.28474902373195,799236,714516984,29.899832775452108,799236,714516984,29.899832775452108,4,8,1.4142135623730951,9,27,1.7320508075688772,1.0,1.0,1.0,1.0,1.0,1.0,9.0,27.0,1.7320508075688772,853776.0,788889024.0,30.397368307141328,0.0,1.0,1788.0,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.5339895457594466
871,872,70.0,9.076923258535832,2,1.0,4,3,6,5,1998,1998,116.0,3,3,4.0,3.0,0.0,1.0,299.0,804.0,5,804,1682,1,4.0,7,8.0,0,4.0,1998.0,2.0,523.0,3.0,3.0,2,0,77,0,0,0,3.0,0,2010,2,2,2.0,1.0,1.0,2.0,4.0,2.0,2,2.0,1.0,1.0,2.0,1,1,30,9.0,9,4.0,4.0,1569.0,912.0,4,1,648.0,523.0,2.0,2.0,2.5,2486.0,1682,77,1.0,0,36,216,2.449489742783178,6180196.0,15363967256.0,49.85980344927164,2829124,4758586568,41.012193308819754,2829124,4758586568,41.012193308819754,4,8,1.4142135623730951,9,27,1.7320508075688772,4.0,8.0,1.4142135623730951,6.25,15.625,1.5811388300841898,16.0,64.0,2.0,2461761.0,3862503009.0,39.61060464067672,505.0,2.5,2486.0,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.580866203040673
872,873,74.0,9.09301972939964,2,1.0,4,3,5,7,1953,1996,0.0,4,3,3.0,3.0,2.0,1.0,105.0,105.0,4,910,910,1,4.0,5,8.0,0,4.0,1953.0,2.0,414.0,3.0,3.0,2,196,0,150,0,0,3.0,0,2008,2,3,2.0,1.0,1.0,2.0,4.0,2.0,2,1.0,1.0,1.0,1.0,1,2,35,9.0,12,4.0,4.0,1242.0,912.0,6,2,648.0,414.0,2.0,2.0,1.0,1015.0,910,150,0.0,0,25,125,2.23606797749979,1030225.0,1045678375.0,31.85906464414798,828100,753571000,30.166206257996713,828100,753571000,30.166206257996713,4,8,1.4142135623730951,16,64,2.0,4.0,8.0,1.4142135623730951,1.0,1.0,1.0,16.0,64.0,2.0,1542564.0,1915864488.0,35.24202037341219,0.0,1.0,1015.0,False,True,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.538554369190802
873,874,60.0,9.404672841436273,2,1.0,4,3,5,7,1949,1950,0.0,4,3,3.0,3.0,0.0,1.0,457.0,832.0,4,1036,1268,1,3.0,6,8.0,1,4.0,1949.0,1.0,288.0,3.0,3.0,2,0,28,0,0,0,3.0,0,2009,2,3,2.0,1.0,1.0,2.0,4.0,1.0,2,1.0,1.0,1.0,1.0,1,2,35,9.0,12,3.0,4.0,864.0,912.0,6,2,648.0,288.0,2.0,1.0,1.0,2100.0,1036,28,0.0,0,25,125,2.23606797749979,4410000.0,9261000000.0,45.8257569495584,1073296,1111934656,32.18695387886216,1607824,2038720832,35.608987629529715,4,8,1.4142135623730951,16,64,2.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,27.0,1.7320508075688772,746496.0,644972544.0,29.393876913398138,375.0,1.0,2100.0,True,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.5492976542621344
874,875,52.0,8.651898894268529,2,1.0,4,3,5,6,1941,1950,0.0,3,3,3.0,3.0,0.0,1.0,676.0,676.0,5,676,1131,1,3.0,5,8.0,0,4.0,1941.0,1.0,200.0,3.0,3.0,2,26,0,0,0,0,3.0,0,2009,2,2,2.0,1.0,1.0,2.0,4.0,1.0,2,1.0,1.0,1.0,1.0,1,1,30,9.0,9,3.0,4.0,600.0,912.0,4,1,648.0,200.0,2.0,1.0,1.5,1807.0,1131,0,0.0,0,25,125,2.23606797749979,3265249.0,5900304943.0,42.50882261366456,1279161,1446731091,33.63034344160047,1279161,1446731091,33.63034344160047,4,8,1.4142135623730951,9,27,1.7320508075688772,1.0,1.0,1.0,2.25,3.375,1.224744871391589,9.0,27.0,1.7320508075688772,360000.0,216000000.0,24.49489742783178,0.0,1.5,1807.0,False,True,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.493616299113119
875,876,75.0,9.105090961257085,2,1.0,4,3,8,5,2007,2007,0.0,4,3,4.0,3.0,2.0,1.0,1120.0,1184.0,5,1184,2610,1,5.0,11,8.0,1,4.0,2007.0,2.0,550.0,3.0,3.0,2,208,364,0,0,0,3.0,0,2007,3,2,2.0,1.0,1.0,2.0,4.0,2.0,2,2.0,1.0,1.0,2.0,1,2,40,9.0,12,5.0,4.0,1650.0,912.0,6,2,648.0,550.0,2.0,2.0,2.5,3794.0,2610,364,0.0,1,64,512,2.8284271247461903,14394436.0,54612490184.0,61.59545437773797,6812100,17779581000,51.088159097779204,6812100,17779581000,51.088159097779204,9,27,1.7320508075688772,16,64,2.0,4.0,8.0,1.4142135623730951,6.25,15.625,1.5811388300841898,25.0,125.0,2.23606797749979,2722500.0,4492125000.0,40.620192023179804,64.0,2.5,3794.0,True,True,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.611764268014194
